question,answer,context,task_category,source
"Tumọ̀ ọ̀rọ̀ láti Gẹ̀ẹ́sì sí Yorùbá, kí o sì rí dájú pé ìtumọ̀ náà kò padà láìnítumọ̀, ọ̀nà àti àwọn èémí tí ó wà níbẹ̀:

English Text: The early bird catches the worm.

Tumọ̀ sí Yorùbá:","Ìtumọ̀ (Yorùbá): Àkókò́ ni òun gbogbo; ẹyẹ tó bá dìde kùtùkùtù ni ó máa ń rí ìjẹun.

Àlàyé (Yorùbá): Èyí túmọ̀ sí pé àwọn tó bá sáré ní àárọ̀ láti ṣètò àwọn iṣẹ́ àti àǹfààní wọn ni wọ́n máa rí àǹfààní pé jù lọ. Òwe yìí gbé ìlànà pàtàkì dúró fún ìdílé àti àwùjọ Yorùbá ní gbogbo àgbáyé, pé ìṣiṣẹ́ tó dé ní àárọ̀ máa ń san àǹfààní púpọ̀ ní ìgbésí ayé. Ó ń kọ́ wa láti máa gbaradì láìsí ìṣòro, kí a lè rí àǹfààní àti àṣeyọrí nílẹ̀ ní àkókò tó yẹ.","english text: He built a WiFi door bell, he said.
yoruba translation: O ko ago ilekun WiFi, O wi.
",rewrite_translation,flores.csv
"Tumọ ọ̀rọ̀ yìí sí èdè Yorùbá: 'A sculpture of the Yorùbá goddess Ọya, known for her powers over storms and transformation, was recently unveiled at a museum exhibition, captivating audiences with its intricate designs and cultural significance.'","Ẹ̀ṣọ ọlọmọge Yorùbá, Ọya, tó mọ̀ nípa àgbára lórí ìjì àti ìyípadà, láìpẹ́ yìí ni wọ́n ṣe ìfihàn rẹ̀ ní àfihàn múníṣẹ́ọ ní ilé ọnà, tó fààyè gba àwọn tó wá wo nípa ìṣàkóso rẹ̀ pẹ̀lú àwòrán aládáǹdẹ àti ìtumọ̀ àṣà.","english text: Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.
yoruba translation: Siminoff sọ pé ọjà lọ sókè lẹ́yìn tí òun hàn nínú eré Shark Tank lọ́dún 2013, ní ibi tí àwọn aláṣẹ eré ti ṣẹ́ pẹ̀ẹ́ lórí ìkówó lé eré ìbẹ̀rẹ̀.
",rewrite_translation,flores.csv
"Tumọ gbólóhùn yìí sí èdè Gẹ̀ẹ́sì: Ẹgbẹ́rún mẹ́wàá odún sẹ́yìn, Òrúnmìlà, ẹni tí a mọ̀ sí ẹlẹ́ẹ̀rí ìpín ní ilẹ̀ Yorùbá, ló gbé ìrànwọ́ pàtàkì kalẹ̀ fún àwọn ènìyàn nípa kéèyàn máa lo ojú inú wò ódodo ọkàn.","Thousands of years ago, Orunmila, known as the witness to destiny in Yorubaland, offered significant assistance to people by teaching them to look inward and understand the truth of their hearts.","english text: In late 2017, Siminoff appeared on shopping television channel QVC.
yoruba translation: Ni eba ipari odun 2017, Siminoff fi ara han lori itakun mohun maworan ti awon ontaja QVC.
",rewrite_translation,flores.csv
Báwo ni Òrùká ṣe parí ìjà pẹ̀lú Ilé Iṣẹ́ Aláàbò ADT?,Òrùká sì parí ẹjọ́ pẹ̀lú Ilé Iṣẹ́ Aláàbò tí wọ́n jọ ń figagbaga- Ile Iṣẹ́ Nlá ADT.,"english text: Ring also settled a lawsuit with competing security company, the ADT Corporation.
yoruba translation: Òrùká sì parí ęjọ́ pẹ̀lú ìlé Iṣẹ́ aláàbò tí wọ́n jọ ń figagbága- Ile Iṣẹ́ Nlá ADT.
",rewrite_translation,flores.csv
"Tumọ gbólóhùn yìí sí èdè Gẹ̀ẹ́sì: 

“Lára àǹfààní tí ètò ẹ̀kọ́ ní ilẹ̀ Yorùbá gbé wá ni pé, ó tàn kalẹ̀ pẹ̀lú ẹ̀kọ́ ìtàn àti àṣà wa, èyí tí ó mú kí àwọn ọmọdé mọ àwọn ìtàn ìgbà atijọ, bí ìtàn Ògún wọlé dé, òwé àti àsà ìgbéyàwó àtijọ́.”","One of the benefits that education provides in the Yoruba land is that it expands with the knowledge of our history and culture, which allows the children to learn about ancient stories, like the arrival of Ogun, proverbs, and the traditions of old marriages.","english text: While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.
yoruba translation: Nígbàtí àwárí òògùn kan fojú hàn láti dín ikú èbólà kù, títí di àsìkò yìí, kò tí i sí òògùn kan pàtó tí a sàfihàn pé ó lágbára láti tọ́jú ààrùn tó wà nílẹ̀.
",rewrite_translation,flores.csv
"Tumọ̀ gbólóhùn yìí sí èdè Gẹ̀ẹ́sì: 
“Ìgbésẹ̀ àkọ́kọ́ tó ṣe pàtàkì ní ìgbé ayé tó dáa jùlọ ni láti mọ pàtàkì ìtẹ́lọ́run ọkàn ara wa, kí ó tó ṣeé ṣe láti pin ìtẹ́lọ́run náà pẹ̀lú àwọn mìíràn.”

Itumọ̀:",The first and most important step to a better life is recognizing the importance of our own contentment before it can be shared with others.,"english text: One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.
yoruba translation: Àmúlùmálà apakòkòrò kan, ZMapp, ṣàfihàn ìlérí ní pápá, ṣùgbọ́n àwọn ẹ̀kọ́ ti tẹ́lẹ́ tóka pé o ní àǹfàní tó kéré láti dènà ikú.
",rewrite_translation,flores.csv
"Túmọ̀ gbolóhùn yìí sí èdè Yorùbá, kí o sì ríi dájú pé ìtumọ̀ náà dá lórí ìtumọ̀ àtìlẹba, òhun, àti ìmí-ọ̀rọ̀:

English text: 'In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.'

Itumọ̀ yìí:","Itumọ̀ (Yorùbá): 'Nínú ìdánwò PALM, ZMapp ṣe àṣepé gẹ́gẹ́ bí àkóso, èyí túmọ̀ sí pé àwọn òṣìṣẹ́ ìmọ̀ sáyẹ́ńsì lò ó bíi òpó ìbèèrè àti ṣe àfíwé rẹ̀ pẹ̀lú àwọn ìtọ́jú mẹ́ta mìíràn.'","english text: In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.
yoruba translation: Ní ìtọ́wò PALM ZMapp jẹ́ gẹ́gẹ́ bí ìṣàkóso o túmọ̀ si wípé àwọn onímọ̀ sayensi fi ṣe gbendeke wọ́n dẹ̀ fi wé àwọn ogun mẹ́ta ìyóku.
",rewrite_translation,flores.csv
"Ṣe àlàyé lórí ìtumọ̀ àti pàtàkì lílo àwọn èdè mẹ́ta ni ìfọrọ̀rànṣẹ́ kan: Gẹ̀ẹ́sì, Yorùbá àti èdè mìíràn tí o bá yàn.

Òwé: ""Bí ẹ bá pe ní òru, àìrí bí a ṣe dá èdè, bí ẹ bá pe ní ọ̀sán, bí ìjànpọ̀n.

Itumọ̀ àti àlàyé:","Itumọ̀ (English): ""If you call upon in the night, it responds with a variety of languages, if in the daytime, like a chameleon with changing colors.""

Àlàyé (English): This illustrates the adaptability and versatility of communication tools or platforms, accommodating various languages and modifications according to the time or need.

Àlàyé (Yorùbá): Èyí ṣàfihàn agbára àti ọgbọ́n ọ̀nà ìbáraẹnisọ̀rọ̀ láti mú àwọn èdè mìíràn àti àyípadà gẹ́gẹ́ bí àkókò tàbí aini ṣe hàn.","english text: USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.
yoruba translation: Ẹgbẹ́ Ajìjàkadi ilẹ̀ Àmẹ́ríkà fọwọ́ sí lẹtà ìgbìmọ̀ Olympics, wọ́n sì gbà á wọlé pé Àpapọ̀-Ebi-Olympics nilò láti rí dájú pé wọ́n pèsè àyíká tí ó dára fún àwọn oníjàkadì/asáré-ìje wa gbogbo.
",rewrite_translation,flores.csv
"Kí ni ìtumọ̀ gbolóhùn náà pé: 'We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.' ní èdè Yorùbá?","Ìtumọ̀ rẹ̀ ni pé: 'A gba ọ̀rọ̀ USOC pé a lẹ̀ sin ànfàní àwọn eléré ìdárayá wa àti àwọn ẹgbẹ̀ ìdárayá, àti eré ìdárayá wọn, tí a bá tẹ̀síwájú pẹ̀lú àyípadà tó ní ìtumọ̀ ní ilé-iṣẹ́ wa, jù lọ yíyọ̀ ìwé-ẹ̀rí kuro.'","english text: We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.
yoruba translation: A gba ọ̀rọ̀ USOC pé a lẹ̀ sin ànfàní àwọn eléré ìdárayá wa àti àwọn ẹgbe ìdárayá, àti eré ìdárayá wọn tí a bá tẹ̀síwájú pẹ̀lú ayipada tó ní túmọ̀ ní ilé ìṣe wa, ju yiyo ìwé aṣe kuro.
",rewrite_translation,flores.csv
Kí ni Eréje Gymnastics ti ilẹ̀ USA ṣe nípa ìwádìí ìsẹ̀lẹ̀ Larry Nassar?,"Eréje Gymnastics ti ilẹ̀ USA sàtìlẹyìn fún ìwádìí olómìnira tí ó lè tan ìmọ́lẹ̀ lórí bí ìsẹ̀lẹ̀ ìpín tí àwọn tó jẹ ọ̀dọ́ọ̀dún Larry Nassar ti wàásù, ní kò bá ti lọ láì rí fún ọjọ́ pípẹ́ àti gbígba àwọn àyípadà tó yẹ látọwọ́ọ́ wọn.","english text: USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.
yoruba translation: Eréje Gymnastics ti ilẹ̀ USA sàtìlẹyìn fún ìwádìí olómìnira tí ó lè tan ìmọ́lẹ̀ lórí àsìlò ìpín ní àwọn tó móríye ìsẹ̀lẹ̀ Larry Nassar sàpéjúwe pẹ̀lú akitiyan. ní kò bá ti lọ láì rí fún ọjọ́ pípẹ́ àti gbígba àwọn àyípadà tó yẹ.
",rewrite_translation,flores.csv
"Tumọ̀ ọ̀rọ̀ yìí sí èdè Gẹ̀ẹ́sì: 

Àsọjáde: 

‘Nígbàtí a bá ń sọ̀rọ̀ nípa ìfẹ́, ó yẹ ká mọ̀ pé kò séwu ẹni kàn lọ́kàn, bí àwọn àgbà ṣe wí. Ìfẹ́ gbọdọ̀ yí wa ká, mu wa níṣọkan, tó sì ṣàfihàn ìwà rere.’

Itumọ̀:","Translation: 

'When talking about love, we must understand that it's not self-centered, as the elders say. Love should transform us, bring us together, and reflect goodness.'","english text: USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.
yoruba translation: Àwọn Asángun ilẹ̀ USA ati USOC ní àfojúsùn kanáà — èyí tó mún kí ààbò eré ìdárayá ìsangun àtawọn míran wà fáwọn eléréje láti le ma siṣẹ́ tọ àlá wọn ní àyíká tó láàbò, tó dára tó sì seégbé.
",rewrite_translation,flores.csv
"Tumọ gbólóhùn yìí sí èdè Gẹ̀ẹ́sì: “Ní àwọn ọdún 1960, Brzezinski ṣiṣẹ́ fún Johannu F. Kennedy gẹ́gẹ́ bí olùmọran rẹ̀, ó tún ṣiṣẹ́ fún ìṣàkóso Lyndon B. Johnson.","Throughout the 1960s, Brzezinski worked for John F. Kennedy as his advisor and then for the Lyndon B. Johnson administration.","english text: Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.
yoruba translation: Ni gbogbo 1960S Bresinski sise fun Johannu F Kenedi gege bi onimoran re, o tun sise fun isakoso Lindoni B Jonsin.
",rewrite_translation,flores.csv
Kí ni ìròyìn nípa ohun tí ó ṣẹlẹ̀ sí Carter àti olùdámọ̀ràn ààbò àpapọ̀ (NSA) láàárín ọdún 1977 sí 1981?,"Nígbà àwọn ìsàlẹ́yìn ọdún 1976, a gbọ́ pé ó ṣe ìgbìmọ̀ràn fún Carter lórí ọ̀rọ̀ ìlẹ̀ òkèrè, wọ́n sì yàn án gẹ́gẹ́ bí olùdámọ̀ràn ààbò àpapọ̀ (NSA) láti ọdún 1977 sí ọdún 1981, èyí náà sì tẹ̀lé àṣeyọrí Henry Kissinger.","english text: During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.
yoruba translation: Lákòókò ìsàlẹ́ṣà ọdún 1976, ó gba Carter nímọ̀ràn lórí ilẹ̀ òkèrè, lẹ́yìn èyí ó jẹ́ olùdámọ̀ràn ààbò àpapọ̀ (NSA) láti ọdún 1977 sí 1981, ẹni tó gbapò Henry Kissinger.
",rewrite_translation,flores.csv
Báwo ni àwọn ìṣẹ́ ti NSA ṣe láti ràn Carter lọ́wọ́ ní ìtọ́jú ọ̀rọ̀ àgbáyé ṣe mọ́ pẹ̀lú aṣa àti ìtàn Yorùbá?,"Ní àṣà Yorùbá, ibi ti a ti n yọ̀nda àgbáyé nípa ìjíròrò àlàáfíà àti ìfọwọ́sowọ́pọ̀ jẹ́ kókó lọ́rọ̀ bí Ọba tí o jọba ní ìlú jíjẹ láti mú alááfíà àti ìṣọ̀kan wa láàrin àwọn ará ilú rẹ̀. Gẹ́gẹ́ bí NSA ti ràn Carter lọ́wọ́ láti ṣàkóso ọ̀rọ̀ àgbáyé bíi Camp David Accords ti ọdún 1978; mímú ìbáṣepọ̀ pẹ̀lú China ní dídáradára ní ọwọ̀ ìparí ọdún 1970; ìkọlù Iran tó yọrísí ìwọ́gilé àwọn ìgbèkùn ní ọdún 1979; àti ìyàlute àwọn Soviet ní Afghanistan ní ọdún 1979, ó jọra sí bí Ọba tí o lo òye àti ògbóǹtàrìgì ní pínpín àwọn ìṣòro ìlú tàbí ìsopọ̀ láàrin àwọn ẹ̀yà oríṣiríṣi. Bí a ṣe láti ṣàkóso àwọn ọ̀rọ̀ àgbáyé wọnyí jẹ́rí sí ìdàgbàsókè òye àti ìgbẹ́kẹ̀lé láàrin àwọn orílẹ̀-èdè, tí ó jọjú ọ̀nà tí àwọn Ọba Yorùbá máa ń gbà láti ríi pé àláfíà jọba ní ilẹ̀ wọn.","english text: As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.
yoruba translation: Bi i NSA, ó ran Carter lọ́wọ́ ní yíyanjú Ètò Àgbáyé, bí i Camp David Accords ti ọdún 1978; mímú áyípadà bá àjọsepọ̀ ilẹ̀ US–China ní ọwọ ìparí 1970s; Ìjagbara àwọn ilẹ̀ Iran tí ó yorí sí rògbòdìyàn ìdógo àwọn Iran ní ọdún, 1979; àti yíyalu àwọn Soviet ní Afghanistan ní ọdún 1979.
",rewrite_translation,flores.csv
"Tẹ bá fé lò èdè Gẹ̀ẹ́sì: “The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.”",Fíìmú tó sàfihàn Ryan Gosling àti Emma Stone gba yíyàn nì gbogbo èka pàtàkì.,"english text: The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.
yoruba translation: Fíìmú tó sàfihàn Ryan Gosling àti Emma Stone gba yíyàn nì gbogbo éka pàtàkì.
",rewrite_translation,flores.csv
Báwo ni a ṣe túmọ̀ ọ̀rọ̀ pé Goslini àti Okuta gba ìyèsí fún àmì ẹ̀yẹ Eléré Ọkùnrin àti Eléré Obinrin ní kọ̀kan wọn sí èdè Yorùbá tó dára jùlọ?,A túmọ̀ ọ̀rọ̀ náà pé Gosling àti Stone rí ìyèsí láti díje fún àmì ẹ̀yẹ Eléré Ọkùnrin àti Eléré Obinrin ní ọwọ́ọwọ́ wọn.,"english text: Gosling and Stone received nominations for Best Actor and Actress respectively.
yoruba translation: Goslini àti Okuta yege fún ìbò Eléré Ọkùnrin àti Eléré Obinrin ní kọ̀kan wọn.
",rewrite_translation,flores.csv
Túmọ̀ gbólóhùn yìí sí èdè Gẹ̀ẹ́sì: 'Lára àwọn iṣẹ́ tí wọ́n fi ìwé èrí fún ni àyẹyẹ ẹ̀bùn òscar ni ọdún yìí pẹ̀lú àwọn èyí tí a ti mẹ́nu kàn lórí ìpèsè ayé ìrèlẹ̀ àti àwọran to lẹwa jùlọ.',Among the works awarded at this year's Oscar ceremony include those previously mentioned in the production of a humble life and the most beautiful picture.,"english text: The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.
yoruba translation: Awọn ìsọ̀rí mìíràn ni, Àwòrán tó dára jù, Olùdarí, Àyàwòrán, Aṣaralóge, Asàtúntò-Fíìmù, Aṣàtúntò ohùn, Apohùnpọ̀, àti Akọ̀tà.
",rewrite_translation,flores.csv
Kí ni àwọn ìṣàfilọlẹ tó gbajúmọ̀ jù lọ tí ilé iṣẹ́ Lionsgate gba ìyànsípò fún?,"Orin méjì látinú àgbéléwò, ìdánwò (Àwọn òmùgọ̀ tó ń lá àlá) àti ìlú àwọn ìràwọ̀ ni wọ́n mún fún orin ojúlówó tó dára jù. ilé ìsiṣẹ́ Lionsgate ló gba ìyànsípò mẹ́rìndínlọ́gbọ̀n — jú àwọn ilé ìsiṣẹ̀ mìíràn lọ.","english text: Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.
yoruba translation: Orin méjì látinú àgbéléwò, ìdánwò (Àwọn òmùgọ̀ tó ń lá àlá) àti ìlú àwọn ìràwọ̀ ni wọ́n mún fún orin ojúlówó tó dára jù. ilé ìsiṣẹ́ Lionsgate ló gba ìyànsípò mẹ́rìndínlọ́gbọ̀n — jú àwọn ilé ìsiṣẹ̀ mìíràn lọ.
",rewrite_translation,flores.csv
"Báwo ni a ṣe túmọ̀ gbólóhùn yìí sí èdè Gẹ̀ẹ́sì: 'Láàárín òru, Ààrẹ ilẹ̀ Amẹríkà Donald Trump, nípasẹ̀ àwọn ọ̀rọ̀ tí ọ̀gá oníròyìn rẹ̀ sọ, kòkòrò àwọn ọmọ-ogun Amẹríkà tí wọ́n kù yóò jáde kúrò ní orílẹ̀-èdè Syria.'","Late at night, the President of the United States, Donald Trump, through a statement made by his press secretary, announced that the remaining American troops would be leaving Syria.","english text: Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.
yoruba translation: Ní alẹ́ ọjọ́ àìkú, àrẹ oríll èdè Amẹ́ríkà Donald Trump, ní ọ̀rọ̀ rẹ̀ tí ó sọ nípasẹ̀ ọ̀gá oníròyìn, kéde pé àwọn ọmọ ogun US ma fi ìlú Syria sílẹ̀.
",rewrite_translation,flores.csv
"Tumọ ọrọ naa si èdè Yorùbá: 'Ikede naa ni a ṣe lẹyin ti Trump ti sọrọ lori tẹlifoonu pẹlu Aarẹ ilẹ Turuki, Recep Tayyip Erdoğan.'","A kede ohun ti a sọ lẹhin ti Trump ba Aarẹ ilẹ Tọki, Recep Tayyip Erdoğan, sọrọ lori foonu.","english text: The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.
yoruba translation: Won se ikede naa leyin ti Trumpi ba Aare Toki Resep Tayipi Edogani lori ago.
",rewrite_translation,flores.csv
Kí ni ìtumọ̀ òwe Yorùbá yìí: ‘Ẹni tí kìí fọwọ́ sowọ́pọ̀ ló n parun’?,"Itumọ̀ (English): 'He who does not collaborate with others will end up in ruins.'

Àlàyé (English): This proverb highlights the importance of collaboration and unity in achieving goals. It warns against isolation and the consequences of not working together with others.

Àlàyé (Yorùbá): Òwe yìí ń tan ìmọlẹ̀ lórí pàtàkì ìfowosowọ́pọ̀ àti ìsọ̀kan nínú àṣeyọrí àwọn ètò tàbí ilépa kan. Ó ń kìlọ̀ fún ìyatọ̀ àti àwọn ipalara ti kò ṣiṣẹ́ pọ̀ pẹ̀lú àwọn ẹlòmíràn lè fà.","english text: Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.
yoruba translation: Turkey yíò pẹ̀lú àmójútó ìdábòbò àwọn ọlótè ISIS tí wọ́n mú, èyí tí àlàyé fi síta , àwọn orílẹ̀-èdè Yúróòpù tí kọ̀ jálè láti fi ipá gbé padà sí ìlú wọn.
",rewrite_translation,flores.csv
Báwo ni àwọn ìwádìí àwòkọsẹ fósíìlì ṣe fihàn pé àwọn dinosaurs ní ìyẹ ati àwọn àlàyé tí egungun ẹranko ò lè pèsè bíi àwọ̀ àti títò láńà mẹta?,"Àwọn ìwádìí àwòkọsẹ ìgbà atijọ ti fihàn nítòótọ́ pé ọpọlọpọ àwọn dinosaurs ní ìyẹ́, èyí tí ó ti jẹ́ ọ̀rọ̀ tó gbajúmọ̀ tẹ́lẹ̀. Síwájú sí i, wọ́n ti ṣe afihàn àlàyé tí a kò lè rí lára egungun ẹranko, bíi àwọ̀ wọn àti bí ìyẹ́ wọn ṣe tẹ̀léra ara wọn ni ọ̀nà mẹ́ta, kíkan lára ìjìnlẹ̀ àwòkọsẹ náà pé èyí kò ṣeé ṣe láìsí owó ìwádìí tó jìn.","english text: This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.
yoruba translation: Èyì kò ṣàrídájú pé ó kéré jù àwọn dinosaurs ní ìyẹ́,ọ̀rọ̀ tó dájú tí ó ti tànká, ṣùgbọ́n ó pèsè ẹ̀kúnrẹ́rẹ́ àlàyé egungun ẹranko dinosaurs bíi àwọ́ àti títò lanà mẹt.
",rewrite_translation,flores.csv
"Báwo ni a ṣe ń ṣe àtúnyẹwò ọ̀rọ̀ láti èdè kan sí òmíràn láìpẹ́ jáde kúrò nínú ìtumọ̀ àtìlẹ́yìn, ìró, àti ìtara ìlúmọ̀ọ́ká?","Nígbàtí a bá ń yí ọ̀rọ̀ padà láti èdè kan sí èkejì, ó ṣe pàtàkì láti rí i pé a tọ́jú ìtumọ̀ àtìlẹ́yìn rẹ, àwọn ìró àtàwọn ìfẹ́ síse tó bá wà nínú ìpilẹ̀ àkọ̀wé náà. Fún àpẹrẹ, nínú ìyípadà èdè kan sí Yorùbá, a gbọ́dọ̀ fi ìkànsí sí lilo àwọn àmì ìdánilójú tí Yorùbá máa ń lo, àwọn gbolóhùn àbínibí, àti rí i pé a kò padà sí fọ́ọ̀mù táwọn ènìyàn ò ní lè lóye rírọ̀ fún ìtúmọ̀ àtìlẹ́yìn. Àpẹẹrẹ tí a lè mú wá ni pé, lóde òní, a lè tẹ̀lé àwọn àṣà àti ìfẹ́ Yorùbá nípasẹ̀ lilo àwọn àlàyé ti wọ́n lè fẹ́ràn ṣùgbọ́n tí ò dínkù láti tọ́jú ìtumọ̀ àtìlẹ́yìn.","english text: . Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.
yoruba translation: Awon onimo sayensi wipe iye eranko naa je awo sesnut- burawuni lori pelu awo sisi tabi awo-karotenoidi labe.
",rewrite_translation,flores.csv
Báwo ni ìwádìí ti wọn ṣe láti mọ bí àwọn ìyé ṣe ń ṣètò síi nínú ẹyẹ ṣe pàtàkì sí ìmọ̀ ẹ̀dá ayé?,"Ìwádìí náà ṣe pàtàkì nítorí pé ó fún wa ní òye déèpé nípa bí àwọn ìyé ṣe bẹ̀rẹ̀ sí í ṣètò àti yíyí padà lọ́láàárín àwọn ẹyẹ, èyí tó jẹ́ àpá kan pàtàkì lára ìtàn ìdàgbàsókè ẹ̀dá ayé.","english text: The find also grants insight into the evolution of feathers in birds.
yoruba translation: Wíwá náà tún fúni lóyẹ sí ìtànkálè ti àwọn ìyé nínú ẹyẹ.
",rewrite_translation,flores.csv
Kí ni pé àwọn barbs àti barbules wà nínú ìyẹ́ dánísọ̀ọ̀rọ̀ tí ò ní rachis túmọ̀ sí fún ìwádìí ìdàgbàsókè ẹ̀dá?,"Ó túmọ̀ sí pé àwọn àbùdá bíi barbs àti barbules tí wọ́n rí nínú ìyẹ́ dánísọ̀ọ̀rọ̀ jẹ́ àwọn àbùdá àkọ́kọ́ tí ó tẹ̀lé ara wọn láìní rachis, èyí tí wọ́n gbà wípé ó yẹ kó ti wà láti ìbẹ̀rẹ̀, tí rachis sì dí àbùdá ìdàgbàsókè tí ó tẹ̀lé e lẹ́yìn.","english text: Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.
yoruba translation: Nítorí ìyẹ́ dánísọ̀̀ kò ní ọpá tó gbó káká, tí wọ́n ń pè ní rachis, ṣùgbọ́n ó ní àwọn àbùdá ìyé mìíràn – barbs àti barbules – àwọn aṣèwádìí sọ ohun tó jọ́ wípé rachis ṣeéṣe kí o jẹ́ àbùdá ìyẹ́ tí ó ti wà tipẹ́ síwájú àwọn ìyók.
",rewrite_translation,flores.csv
Ṣàlàyé nípa ìpàtẹ̀ Dinosaur tí ó ní ohun tó dàbí ìyẹ:,"Ìpàtẹ̀ Dinosaur tí wọ́n ṣàwárí yìí ní ohun tó dàbí ìyẹ, ṣùgbọ́n wọn kì í lò wọ́n fún fífò bí ọ̀pọ̀lọpọ̀ eranko ti ńlá míì ṣe. Dípò bẹ́ẹ̀, ó ṣeé ṣe pé wọ́n lò wọn fún àbójútó òtútù ara wọn, kí o má bà jẹ́ pé o pọ́ ju tàbí o kéré jù, tàbí fún ìkóríta sí àwọn ẹranko míràn kíkí eyi tó lè mú kí wọn ṣe àtọwọ́dọ́wọ́ tàbí láti dá ara wọn lọ́lá. Bákan náà, àwọn onímọ̀ sáyẹ́nsì sàlàyé pé bí ó tilẹ̀ jẹ́ pé ìpàtẹ̀ yìí jẹ́ ti ọmọ Dinosaur kan, síbẹ̀ awọn ohun tó dàbí ìyẹ náà dà bí ti àwọn àgbà Dinosaur, kì í ṣe irú àwọn ìyẹ kekeré tí a lè rí lórí àwọn ọmọ Dinosaur tí wọ́n ṣẹ̀ṣẹ̀ bí.","english text: The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
yoruba translation: Ohun tó dàbí ìyẹ dábàá pé kí wọ́n má lò nínu ọkọ̀ òfurufú ṣùgbọ́n fún títọ́ ara gbígbónà sọ́nà tàbí láti ṣàfihàn. Àwọn aṣèwádìí da lábàá pé, kódà èyí jẹ́ ìrù ọmọ dinosaur, àpẹrẹ rẹ ṣàfihàn ti àgbàlagbà.
",rewrite_translation,flores.csv
