variable_1,variable_2
A kì í fi olórí ogun ṣe ìfagun.,The best foot is the one to put forward.
A kì í yin ọmọdé lójú ara ẹ̀; ìfàsẹ́hìn ní ńkángun ẹ̀.,Children should not be praised too highly; they should always be made aware that they can be even better.
A kì í mọ ìyá Òjó ju Òjó lọ.,Never claim to know a thing better than the people closest to it.
A kì í mọ ọ̀nà ọgbà ju ọlọ́gbà lọ; ẹní múni wá là ńtẹ̀lé.,Never presume to have a better knowledge of a matter than has the person most intimately involved.
Ẹṣin kì í dani kí á má tún gùn ún.,A failure should not stop one from making further attempts.
A kì í fi owó du oyè-e alágbára.,Money won't buy everything.
A kì í sá fún àjíà ká dìgbò lu eégún.,Never court a greater disaster in an attempt to avert a minor one.
A kì í bọ òrìṣà lójú ọ̀fọ́n-ọ̀n; bó bá dalẹ́ a máa tú pẹpẹ.,Do not do things that might constitute temptation to others.
"A kì í sọ pé ọjà-á nígbà; bó bá nígbà, kíníṣe tí wọ́n tún ńná a?",Any time is a good time to trade.
A kì í walẹ̀ fún adìẹ jẹ.,Each person is responsible for his/her own welfare.
A kì í rí bàtá nílẹ̀ ká fẹnu sín in jẹ.,Too much talk about a problem is useless when a practical solution has presented itself. One should not make a person's case for him or her when the person is present.
A kì í rí i ká tún sọ pé a ò ri mọ́.,Always stand by your word.
A kì í rí adìẹ nílẹ̀ ká da àgbàdo fún ajá.,Always direct help where it will be appreciated and where it will do some good.
A kì í rí ewé nílẹ̀ ká fọwọ́ fámí.,Take advantage of whatever aids are available to you.
A kì í rí ojú ẹkùn ká tọ́ ẹkùn.,It is foolish to needlessly invite disaster on one's own head.
A kì í rán ọ̀lẹ wo ojú ọjọ́ àárọ̀.,Never rely on the advice of people who have a vested interest in the matter being considered.
A kì í dájọ́ orò ká yẹ̀ ẹ́.,One must not let important matters slide.
A kì í bá ọba pàlà kí ọkọ́ ọba má ṣàn-ánni lẹ́sẹ̀.,One should be cautious in dealing with people in authority.
A kì í fá orí lẹ́hìn olórí.,One does not settle a matter in the absence of the person most concerned.
A kì í lé èkúté ilé ẹni ká fọwọ́ ṣẹ́.,One should be safe from hazards in one's own home.
A kì í fi ọ̀nà odò han ikún.,Telling someone what he or she already knows is silly.
A kì í fi ọ̀nà ikùn han ọ̀fun.,Do not presume to know better than the expert.
A kì í gbélé gba ọfá láìlọ ogun.,One should be safe in one's own home.
A kì í gbé odò jiyàn-an ọṣẹ́ hó tàbí kò hó.,"Where the claim can be put to the test, verbal argument is foolish."
A kì í fi ẹ̀jẹ̀ ìbálé pa tírà; alákoto ò bí abo ọmọ.,One must not do the forbidden if one does not expect trouble.
Ohun tí a bá máa jẹ a kì í fi runmú.,One should nor sneer at a thing that one will eventually embrace.
A kì í bẹ̀rù ikú bẹ̀rù àrùn ká ní kí ọmọ ó kú sinni.,One should not be more concerned with saving oneself than with saving one's dependents.
A kì í kórira ọ̀fọ́n-ọ̀n ká finá bọ ahéré.,One should not destroy oneself simply to get at one's enemy.
A kì í jayé ọba ká ṣu sára.,Lack of moderation and decorum will bring disgrace to even the most elevated person.
A kì í kọ ọmọ-ọ́ bí ká sọ ọ́ ní Èwolódé?,Childbirth is always a happy event.
A kì í sọ̀rọ̀ orí bíbẹ́ lójú ọmọdé; lọ́rùnlọ́rùn ni yó máa wo olúwa-a ẹ̀.,Never discuss a secret in the hearing of a person whose behavior will give the secret away.
"Ìlẹ̀kẹ̀ àmúyọ, a kì í sin kádìí tán.",One should not deploy all one's resources at once.
A kì í peni lólè ká máa gbé ọmọ ẹran jó.,It is foolish to behave in ways that will confirm people's evil opinion of one.
A kì í pe ìyàwó kó kan alárẹnà.,People should mind their own business.
A kì í mú ọmọ òṣì lọ sí Ìlọ́rọ̀.,A person cannot transcend his/her destiny.
A kì í kọ́ àgbàlagbà pé bó bá rún kó rún.,An elder should know when a matter should end.
A kì í fi ogun dán ẹ̀ṣọ́ wò.,Do not play with a loaded and primed gun.
A kì í sọ pé abẹ Ọ̀yọ́ mú; nígbà náà ni yó sọ pé bẹ́ẹ̀ ni òun ò tíì pọn.,Offer no braggart any opportunity to resume his bragging.
A kì í fi ìgbín sọ̀kò sórìṣà.,"Service to the worthy should be performed with decorum, not with insult."
A kì í gbé ọ̀pọ̀lọ́ sọnù ká tún bèrè-e jàǹto.,Commiseration after injury is hypocritical.
Ibi tí a gbé epo sí a kì í sọ òkò síbẹ̀.,One should always protect one's base or where one's best interests lie.
A kì í so ẹran mẹ́ran kó kàn án pa.,One must not injure a person committed to one's protection.
A kì í mọ́ egbò fúnra ẹni ká sunkún.,One should know one's own pain threshold.
Ẹgbẹ́ ẹni kì í wọ́n láyé ká wá a lọ sọ́run.,"If one cannot find what one wants, one should learn to do without it."
A kì í fi idà pa ìgbín.,Remedies should be commensurate with the problem.
"A kì í fi ìka ro etí, ká fi ro imú, ká wá tún fi ta ehín.",One should always behave with decorum.
A kì í fi ara ẹni ṣe oògun alọ̀kúnná.,Self-preservation is a compulsory project for all.
A kì í ti ojú ogun wẹ́fọ́n.,Always make your preparations well ahead of the event.
A kì í sin àlè kọjá odò; ohun tí ńṣe ọṣẹ́ ò tó ǹkan.,"If one is engaged in a dangerous venture, one should not also cast discretion to the wind."
A kì í wà nínú ìṣẹ́ ká perin tọrẹ.,Always live according to your circumstances.
Lásán kọ́ là ńdé ẹtù; ó ní ẹni tórí ẹ̀ ḿbá ẹtù mu.,Not every person is made for greatness.
A kì í ró aṣọ ajé sídìí ká dájọ́ òdodo lẹ́bi.,One must not violate the oath one is sworn to observe.
A kì í dá ẹrù ikùn pa orí.,Responsibilities should rest where they belong.
Ọmọ ẹni kì í gbọnsẹ̀ ká fi eèsún nù ú nídìí.,One does not deliberately injure those who look to one for protection.
A kì í mọ ibi tí à ńlọ kí ọrùn ó wọ ẹni.,"If one knows the size of the task, one should regulate one's effort accordingly."
Ìlù kan ò tó Ègùn jó; bí a bá lù fún un a máa lu àyà.,"Said of a person who is never satisfied with whatever other do for him/her, but must make some adjustment him/herself."
Ìloro là ńwọ̀ ká tó wọlé.,Everything in its proper order.
Ẹ̀ẹ̀kan lejò ńyánni.,The same disaster does not befall one more than once; after the first time one learns to avoid it.
Ọwọ́ ẹni ni yó yòóni.,One's hands are one's best resources.
"À ḿbáni mú adìẹ à ńforúnkún bó; bọ́wọ́ bá ba òkókó, a ò ní fún aládìẹ?","One should not be overzealous in helping others, especially when no benefit will accrue to one from the effort."
A kì í gbọ́n tó ẹni tí ńtannijẹ.,The deceiver always has the advantage of the dupe.
Ojú kì í pọ́nni ká mu ìṣápá; òùngbẹ kì í gbẹni ká mu ẹ̀jẹ̀.,Desperation must never push one beyond the bounds of acceptable behavior.
A kì í fi ojoojúmọ́ rí olè jà kó dà bí-i tọwọ́ ẹni.,Self-sufficiency is far better than fortunate opportunism.
Kékeré la ti ńpa ẹkàn ìrókò; bó bá dàgbà ọwọ́ kì í ká a mọ́.,One should take care of problems before they become unmanageable.
"Ọgbọ́n ọlọgbọ́n la fi ńṣọgbọ́n, ìmọ̀ràn ẹnìkan ò tọ́ bọ̀rọ̀.",
"Ọjà tí a fowó rà, owó la fi ńpa.",One should not make gifts of commodities one purchased for trade.
Ẹjọ́ a-fẹ́ni-lóbìnrin là ńwí; a kì í wíjọ́ a-fẹ́ni-lọ́mọ.,One should not pursue causes without good grounds.
"Kí á ṣá a ṣá a, kí á gbọ̀n ọ́n gbọ̀n ọ́n; ká fi oko eéran sílẹ̀ ló dá eéran lára.",The best treatment for a recalcitrant person is to shun him/her.
Ọgbọn la fi ńgbé ayé.,Wisdom is indispensable.
A kì í gbọ́ “Lù ú” lẹ́nu àgbà.,Elders resolve disputes; they do not goad disputants on.
A kì í mọ̀-ọ́ rò bí ẹlẹ́jọ́.,No one can know better than the person itself where it hurts most and what relief is needed.
Kì í tètè yéni: òwe ńlá ni.,People tend always to learn wisdom too late.
Ọ̀ṣọ́ ọlọ́ṣọ̀ọ́ ò yẹni; ṣòkòtò àgbàbọ̀ ò yẹ́ ọmọ èèyàn.,One should not be a habitual borrower.
A kì í rídìí òkun; a kì í rídìí ọsà; ọmọ-oní-gele-gele kì í jẹ́ kí wọ́n rídìí òun.,People should not expose their innermost secrets to all and sundry.
A kì í fi ojú olójú ṣòwò ká jèrè.,There is nothing like attending oneself to one's own business.
"Ẹni tí a bá ḿbá nájà là ńwò, a kì í wo ariwo ọjà.",One should keep one's mind on one's business and leave extraneous matters aside.
"Gba-n-gba là ńṣe gbàǹgbà; bẹ́ṣín bá kú, ìta gbangba là ńsin í sí.",One should not attempt to keep weighty matters under wraps.
Bí ó ti wuni là ńṣe ìmàle ẹni; bó wu Lèmámù a fẹlẹ́dẹ̀ jẹ sààrì.,One lives one's life as one sees best.
Ọ̀ràn kan la fi ńṣòfin ọ̀kan.,Experience serves as a precedence for future occurrences.
"A ní ká wá ẹni tó lẹ́hìn ká fọmọ fún, abuké ní òun rèé; ti gànnàkù ẹ̀hìn-in rẹ̀ là ńwí?",The expression that translates as “prominent back” is an idiom meaning a proud pedigree. The humpback makes a rather embarrassing mistake.
Ìpàkọ́ onípàkọ́ là ńrí; eniẹlẹ́ni ní ńrí tẹni.,"One usually pays closer attention to other people's faults than to one's own, while others are quite aware of one's faults."
Kí á lé akátá jìnnà ká tó bá adìẹ wí.,One should get rid of the immediate danger before reprimanding those who caused it.
"Dídán là ńdán ọ̀ràn wò; bí olówó ẹní kú, à lọ ṣúpó.",One should attempt even the impossible.
"Ibi tí à ńlọ là ńwò, a kì í wo ibi tí a ti ṣubú.","The best course of action is not to dwell on setbacks, but to resolutely face the future."
Ibi tí a gbọ́n mọ là ńṣòwò-o màlúù mọ.,"One should be careful not to put at risk more than one can afford, or to get in above one's head."
Ibi tí à ńgbé là ńṣe; bí a bá dé ìlú adẹ́tẹ̀ à di ìkúùkù.,"While in Rome, do as the Romans do."
Ojú kì í pọnni ká fàkísà bora.,"Despite adverse circumstances, one should strive to maintain one's dignity."
A kì í dá ẹ̀rù okó ńlá ba arúgbó.,A person who has seen everything is not easily frightened.
"A kì í tijú bá baálé ilé jẹ akátá; bó bá mú, ìwọ náà a mú tìẹ.",Never be too bashful to adopt the ways of the people among whom you find yourself.
Ojú kì í pọ́nni ká fi pọ́nlẹ̀.,Difficulties should not lead one to foolish behavior.
Ojú kì í pọ́nni ká fàbúrò ẹni ṣaya.,Desperation should not preempt propriety.
A kì í gbójú-u fífò lé adìẹ àgàgà; a kì í gbójú-u yíyan lé alágẹmọ.,To expect the impossible is to delude oneself.
A kì í wá aláṣọ-àlà nísọ̀ elépo.,One should know the likely places to look for whatever one seeks.
Ajá là bá kí; èse ò pẹran fúnni jẹ.,Assign commensurate values to your assets.
Kí á jìnnà séjò tí a ò bẹ́ lórí; ikú tí yó panni a jìnnà síni.,One should recognize dangerous situations and keep away from them.
"À ḿbẹ̀rù alájá, ajá ṣebí òun là ḿbẹ̀rù.","A person who has a powerful patron mistakenly believes that the respect he enjoys from others is due to his or her own qualities, whereas it is reflected from the patron."
Ìyànjú là ńgbà; bí a ò gbìyànjú bí ọ̀lẹ là ńrí; ojoojúmọ́ ní ńrẹni.,"In spite of weariness, one must still make a decent effort at one's calling."
Ìyẹ̀wù kan ṣoṣo ò lè gba olókùnrùn méjì.,One should make adequate provisions for whatever one contemplates doing.
Gbólóhùn kan-án ba ọ̀rọ̀ jẹ́; gbólóhùn kan-án tún ọ̀rọ̀ ṣe.,A single sentence can cause irreparable damage; a single sentence can also repair the greatest relational damage.
"À nfọ̀tún tẹ́ní, à ńfòsì tú ṣòkòtò, obìnrín ní a kò bá òun gbọ́ tọmọ.",Some people are incapable of recognizing and acknowledging favors.
Ọ̀tọ̀ọ̀tọ̀ là ńtẹ ẹrẹ̀; ọ̀tọ̀ọ̀tọ̀ là ńtẹ eruku.,"With great care, one can extricate oneself safely from any problem."
"À ńgba òròmọ adìẹ lọ́wọ́ ikú, ó ní wọn ò jẹ́ kí òun jẹ̀ láàtàn.",Chicks foraging at the dump are easy prey for kites.
"À ńgba òròmọ adìẹ lọ́wọ́ ikú, ó ní wọn ò jẹ́ kí òun jẹ̀ láàtàn.",Chicks foraging at the dump are easy prey for kites.
Ìgbà ara là ḿbúra.,Everything in its proper time.
À-ṣẹ̀ṣẹ̀-tọ́-ọtí-wò okùn-un bàǹtẹ́ já; bí a bá mu àmuyó ńkọ́?,One should match the response to the stimulus.
Ìpàkọ́ là ńdà sẹ́hìn ká tó da yangan sẹ́nu.,One should not put one's cart before one's horse.
Àrùn là ńwó a kì í wokú.,We should attend to problems before they become unmanageable.
"Àìsàn là ńwò, a kì í wo ikú.","If one neglects an illness until death intervenes, the treatment comes too late."
"Ẹní bá sùn là ńjí, a kì í jí apirọrọ.","One should deal with people who are in earnest, not with gamesters."
Ìyá là bá bú; bí a bú baba ìjà ní ńdà.,One should measure one's insults in order to avoid a fight; a father is valued well over a mother.
"Ajẹnifẹ́ni, èkúté ilé.",One should be wary of adversaries who pose as friends.
Dá-mìíràn-kún-mìíràn tí ńpa àpatà ẹyẹlé.,The person referred to is a hardened criminal who piles crimes on crimes.
Ọ̀-jẹ-wọ̀mù-wọ̀mù-kú-wọ̀mù-wọ̀mù lorúkọ tí àpà ńjẹ́.,Wasteful people will never learn the value of things.
"A-wọ̀lú-má-tẹ̀ẹ́, ìwọ̀n ara-a rẹ̀ ló mọ̀.",Self-knowledge guarantees one's reputation.
A-ṣọ̀tún-ṣòsì-má-ba-ibìkan-jẹ́; irọ́ la ó bàá níbẹ̀.,There is no way to be tight with both sides of a quarrel without betraying one side.
"A-rìn-fàà-lójú-akẹ́gàn, a-yan-kàṣà-lojú-abúni, abúni ò lówó nílé ju ẹnu-u rẹ̀ lọ.",One's best course is to ignore detractors and insulters; all they have is their mouths.
"Afatarẹ́nilójú, alè-e baále.",The illicit lover of a woman's husband is no friend of hers.
"A-sọ̀kò-sádìẹ-igba, òkò ní ńsọ tí ilẹ̀-ẹ́ fi ńṣú.",Tackling a job with inadequate tools makes the job interminable.
A-sọ-aré-dìjà ní ńjẹ̀bi ẹjọ́.,One should take a jest in the spirit of jest.
Apá lará; ìgbọ̀nwọ́ niyèkan.,Even more reliable than one's relatives and siblings are one's own resources.
"Pátá-pátá; là ńfọ́jú, kùm̀bọ̀-kumbọ là ńdẹ́tẹ̀; ojú à-fọ́-ì-fọ́-tán ìjà ní ńdá sílẹ̀.","One's condition should be definite, not ambiguous or undetermined."
"Ọmọ ẹní dàra, bí-i ká fi ṣaya kọ́.",Not all attractive propositions can be pursued.
Ojú kì í pọ́nni ká pọ́n léhín.,Adverse circumstances should not keep one from attending to essential matters.
Adùn-ún tán lára aṣọ ogóje; a nà án han ẹni méje; a bẹ̀ ẹ́ wò a rí iná méje; ó di ọjọ́ keje ó fàya.,One gets what one pays for.
Ọ̀tá ẹni kì í pòdù ọ̀yà.,One is always tempted to minimize the accomplishments of one's enemies.
Ibi tí a bá ńgbé la ti ńgbàwìn; à-rà-àì-san ni ò sunwọ̀n.,There is nothing wrong in seeking favors from those close to one; what is bad is not returning favors.
Ọwọ́ ẹni la fi ńtú ìwà ara ẹni ṣe.,Each person's fortune is in his/her own hands.
Tẹni ntẹni; bí àpọ́n bá sun iṣu a bù fọ́mọ-ọ ẹ̀.,One makes do with what one has.
Tẹni ní ńjọni lójú; eèrà-á bímọ-ọ ẹ̀ ó sọ ọ́ ní òyírìgbí.,One always tends to overestimate the worth of one's possession.
Àtẹ́lẹwọ́ ẹni kì í tanni.,One's trust is best placed in one's own resources.
Àtẹ́lẹwọ́ ẹni kì í tanni.,One's trust is best placed in one's own resources.
Iṣu ẹni kì í fini pe ọmọdé kó má ta.,Even a youth can accomplish much if he/she makes an effort.
Elékèé lèké ńyè; oun a bá ṣe ní ńyéni.,One can never be sure about a devious person.
Òmùgọ̀ èèyàn ní ḿbóbìnrin mulẹ̀: ọjọ́ tóbìnrín bá mawo lawó bàjẹ́.,Never trust a woman.
Aláwàdà ló lè ṣọkọ òṣónú; ẹni tí kò lẹ́nu mímú tete ò lè ṣọkọ alápẹpẹ.,Incompatible natures cannot make a good marriage.
Ẹni tí kò mọ ọba ní ńfọba ṣeré.,The wise person recognizes potential danger and avoids it.
Ẹni tí ó bá wo ojú ìyàwó ní ńmọ̀ pé ìyàwó ńsunkún.,It is futile to seek sympathy when no one is paying attention.
Òrẹ́hìn ní ńṣe ọmọ òkù pẹ̀lẹ́; ta ní jẹ́ ṣe ọmọ Ègùn lóore?,Only the knowledge that one never knows the future makes one show kindness to people who do not appreciate goodness.
Àpáàdì ló tó ko iná lójú.,Only a person capable of confronting a situation should take it on.
Ọ̀mọ̀ràn ní ḿmọ oyún ìgbín.,Deep wisdom is the gift of only a select few.
Ọlọgbọ́n ló lè mọ àdììtú èdè.,The deep meanings and nuances of an utterance are for the wise only to understand.
Wèrè èèyàn ní ńwípé irú òun ò sí; irú ẹ̀ẹ́ pọ̀ ó ju ẹgbàágbèje lọ.,No one is incomparable.
Aṣiwèrè èèyàn ní ńgbèjà ìlú-u rẹ̀.,A town's cause is no business of any one individual.
Aṣiwèrè èèyàn ní ńsọ pé irú òun ò sí; irúu rẹ̀-ẹ́ pọ̀ ó ju ẹgbàágbèje lọ.,There is no one the likes of whom the world has never seen.
Tútù ní ńtẹnu ẹja wá.,Permit your mouth to say only soothing things.
Ọ̀ràn ńlá-ńlá ní ḿbá àpá; ọ̀ràn ṣẹ́kú-ṣẹ́kú ní ḿbá oṣè.,Different people have different levels of vulnerability.
"Ọjọ́ kan là ḿbàjẹ́, ọjọ́ gbogbo lara ńtini.",The thoughtless act of a moment mars one's reputation for a long time.
Òkèlè kan ní ńpa àgbà.,"The smallest thing, if not accorded the proper attention, can be the death of even the most powerful person."
Èèyàn bí ọ̀bọ lọ̀bọ ńya láṣọ.,Those who consort with undesirables are liable to have their reputation soiled.
"Ojú ọba ayé ló fọ́; tọ̀rún là kedere, ó ńwo aṣebi.",God sees all acts of wickedness that may be hidden from earthly authorities.
Àṣẹ̀ṣẹ̀wọ́n ológbò ní ńjìyà; bó bá pẹ́ títí a tó eku-ú pa.,"A child may be helpless today, but not in the future."
Onísùúrù ní ńṣe ọkọ ọmọ Aláhúsá.,Patience overcomes all obstacles.
Ẹni tí kò gbọ́n lààwẹ̀ ńgbò.,The resourceful person can find a way around any difficulty.
Ọ̀bánijà ní ḿmọ ìjagun ẹni.,Only through close association does one know other people.
Ẹni tí ó bá ńjẹ lábẹ́-ẹ Jẹ́gẹ́dẹ́ ní ńpè é nígi àràbà.,Only those beholding to a person are compelled to flatter him or her.
"Ohun méjì ló yẹ Ẹ̀ṣọ́: Ẹ̀ṣọ́ jà, ó lé ogun; Ẹ̀ṣọ́ jà ó kú sógun.",One should not act in a way that is not proper or becoming.
Ètò lòfin kìn-ín-ní lóde ọ̀run.,"Whatever one does, one must be orderly."
"Dá-ǹkan-dá-ǹkan, tí kì í dáṣọ̀, tí kì í dẹ́wù.","What a troublemaker brings is trouble, never anything useful."
"Ọmọ ẹni ẹlẹni ò jọ ọmọ ẹni; ọmọ eni ì-bá jiyán, ọmọ ẹni ẹlẹ́ni a jẹ̀kọ.",One always favors one's own children over those of others.
Ọgbọ́n ọlọgbọ́n ò jẹ́ ká pe àgbà ní wèrè.,The person who can learn from others will avoid a lot of embarrassment.
Ìpa à ńpoṣè ara ló fi ńsan.,Some people prosper in spite of their enemies' machinations.
Aláṣejù tí ńpọkọ ní baba.,The wife who calls her husband “father” carries respect beyond reasonable limits; one should not be overzealous in one's observance of proprieties.
"Rọra dì, ká lè bá ọ sá.",A person who wants other people's help must lighten his or her baggage.
Àgádágodo ò finú han ara-a wọn.,Some secrets one should not divulge to others.
Màrìwò ò wí fúnra wọn tẹ́lẹ̀ tí wọ́n fi ńyọ.,Each person is responsible for his/her own decisions.
"Màrìwò ò wojú ẹnìkan, àfi Ọlọ́run.",One's trust is in God only.
Epo lojú ọbẹ̀.,One should be particularly attentive to that one ingredient or thing whose absence mars the entire project.
"Àgékù ejò, tí ńṣoro bí agbọ́n.",A wounded adversary is a vicious one.
Àbùlẹ̀ ní ḿmú aṣọ tọ́; ẹni tí kò tọ́jú àbùlẹ̀ yó ṣe ara-a ẹ̀ lófò aṣọ.,Everything has its use; conserve your resources.
Sùúrù-ú lérè.,Patience is a useful quality to cultivate.
Sùúrù loògùn ayé.,Patience solves all problems.
"À ńwọ́nà àti fi aṣiwèrè sílẹ̀, ó ní bí a bá dé òkè odò ká dúró de òun.","If people are seeking ways of getting rid of a person, that person should not lay down his conditions for remaining with them."
Ẹni tí ó sá là ńlé.,Those who act as though they are guilty are the ones presumed to be guilty.
Owó ẹ̀yẹ ò sú ẹni-í san; tọ̀ràn ni ò súnwọ̀n.,"The trouble one goes into for honorable purposes are really a pleasure, not so the trouble to extricate oneself from problems."
Ẹni àìgbọ́n pa ló pọ̀; ẹni ọgbọ́n pa ò tó ǹkan.,Few things kill more surely than folly.
"Wọ́n purọ́ fún ọ, o ò gbà; o lè dé ìdí òótọ́?","Since one can seldom be sure what the truth is, one would save oneself a great deal of grief by not always insisting on it."
"Wọ́n ní, “Afọ́jú, o ò tanná alẹ́.” Ó ní àtọ̀sán àtòru, èwo lòún rí níbẹ?",One should not waste one's efforts in procuring things one cannot use.
"Wọ́n ní,; “Ìbàrìbá, ọmọ ẹ-ẹ́ jalè.” Ó ní “A gbọ́ tolè tó jà; èwo lokùn ọrùn-un ẹ̀'?”","Punishment should fit the offence, not be disproportionate."
"A ní Tanlúkú ò mọ̀-ọ́ jó, Tàǹlukú wá gbè é lẹ́sẹ̀.",A person who is as helpless as the person in trouble should not offer to rescue him/her.
"Akánjú jayé, ọ̀run wọn ò pẹ́.",Reckless living leads to early death.
"Amọ̀rànbini Ọ̀yọ́, bí o bá gbé kete lérí, wọn a ní oko lò ńlọ tàbí odò.","If the answer is plain to see, one does not ask the question."
"Amọ̀rànbini Ọ̀yọ́, bí o bá gbé kete lérí, wọn a ní oko lò ńlọ tàbí odò.","If the answer is plain to see, one does not ask the question."
Ata-á kéré; ìjá jù ú.,One should not judge people by their size.
Sútà ò nílé; ìkóríta lÈṣù ńgbé.,No one makes room in his or her home for an abomination.
Ìrọ́jú ni ohun gbogbo; ojoojúmọ́ ní ńrẹni.,One should not fold up in the face of the first trial.
Àwòfín ní ḿmú ọ̀rẹ́ bàjẹ́; fírí là ńwo ẹni tí ńwoni.,A battle of looks does not help a friendship.
"A-dọ́gbọ́n-pàgùntàn-jẹ Ìlárá, ó ní ojú ẹ̀ ḿba òun lẹ́rù.",One should avoid dissembling.
Atàkò fọ́ ẹyin àparò; ohun ojú ńwá lojú ńrí.,"The culprit is asking for trouble, and he will not be disappointed."
À-gbẹ́rù-àì-wẹ̀hìn lọ̀pálábá fi gbàgbé ìyá ẹ̀ sílẹ̀.,"The broken bottle suffered its fate, perhaps, because it was not careful about what it “carried.” The hasty traveller leaves his goods behind."
Ojú tó rọ̀ nirorẹ́ ńsọ.,People always take advantage of gentle people.
Máà gbíyè lógún; ti ọwọ́ ẹni ní ńtóni.,Whoever trusts in inheritance courts disaster.
Àbá kì í di òtítọ́; ojo ni kì í jẹ́ ká dá a.,"While plans may never bear fruit, people should still make them."
Já ewé ọ̀pọ̀tọ́ kí o ríjà eèrùn; jáwé bọ ẹnu kóo ríjà odi.,Whoever takes unnecessary risks will very likely face dangerous consequences.
Gùdùgudu ò túra sílẹ̀ lẹ́ẹ̀kan.,A certain person has never been known to be off his or her guard.
Gùdùgudu-ú kan légbò kán-ín-kán-ín.,"The subject is something one must stay away from, for encounter with it is unpleasant."
Àgúnbàjẹ́ ni tolódó.,One should exercise restraint in using what has in abundance.
"Rà á ire, gà á ire; ìpéǹpéjú ni àlà-a fìlà.","One may be free to use one's possession as one pleases, but there are still some conventions one must observe."
Àwítẹ́lẹ̀ ní ńjẹ́ ọmọ́ gbẹ́nà; ọmọ kì í gbẹ́nà lásán.,A clever child reflects the instruction he/she has received.
"Ọ̀ràn ò dun gbọ̀ọ̀rọ̀; a dá a láàárọ̀, ó yọ lálẹ́.",Said of people who are unimpressed by correction or punishment.
"Ọ̀ràn ò dun ọmọ ẹṣin; a mú ìyá ẹ̀ so, ó ńjẹ oko kiri.",Said of people who show no concern for the afflictions of those close to them.
Àgbẹ̀jẹ ò korò nílé ńlá.,"When one is in need, one cannot be too choosy."
"Ọ̀bàyéjẹ́, tí ńru gángan wọ̀lú.",Apostrophe addressed to trouble makers.
Ó ní ohun tí ìbòsí ràn nínú ìjà.,No matter what help a person in trouble receives he/she will still be in for some grief.
"Kàkà kí iga akàn ó padà sẹhìn, a kán.",Death is to be preferred to retreat.
"Kàkà kí àgbò ké, àgbò a kú.",A grown man must know how to hide his pain.
"Kàkà kí ilẹ̀ kú, ṣíṣá ni yó ṣàá.","One may be inconvenienced by one's enemies' machinations, but one will not be destroyed by them."
"Kàkà ká dọ̀bálẹ̀ fún Gàm̀bàrí, ká rọ́jú ká kú.",An expression of Yoruba superciliousness towards the Hausa.
"Kàkà kí bàbá ran ọmọ ní àdá bọ oko, oníkálukú a gbé tiẹ̀.","People may withhold their respect from one, but one should not abet their insolence."
"Kàkà kí kìnìún ṣe akápò ẹkùn, ọlọ́dẹ a mú ọdẹ ẹ̀ ṣe.",One would rather leave a company that remain in it and be subordinate to those one considers inferior.
Pípọn niyì idẹ; ẹ̀jẹ́ niyì oògun.,"Truth to one's nature, and fulfilment of one's obligations are the determinants of one's worth."
Àkíìjẹ́ mú òrìṣà níyì.,Distancing oneself from ordinary people lends one prestige.
"Àì-fẹ́-àlejòó-ṣe là ńwí pé “Ọ̀rẹ́ ọ̀rẹ́-ẹ̀ mí dé”; ká ṣáà ti wí pé, “Ọ̀rẹ́-ẹ̀ mí dé.”","If one believes that one's friend's friend is one's friend, then one should not stress that the friend is once removed; one should avoid doubletalk."
"À-fà-tiiri ni tìyàwó; bí a bá fà á tí kò tiiri, ó ní ohun tó ńṣe é.","However eager the bride, she must appear coy and shy; one should behave with decorum appropriate to one's position."
Kì í dọwọ́-ọ baba kó ló di ọwọ́ ọmọ.,An elder must do his/her duty and not shove it on the youth.
"Ara-àìbalẹ̀, olórí àrùn.",No disease is greater than hyper-action.
Àdàpè ọ̀rọ̀ ò jẹ́ ká mọ ìtumọ̀ orúkọ.,Circuitous talk is liable to lead to confusion.
Àṣàyá kì í jẹ́ kí ọmọ ọ̀yà ó gbọ́n.,A person who takes life as a jest does not learn to be wary.
Àṣàyá kì í jẹ́ kí ọmọ ọ̀yà ó gbọ́n.,A person who takes life as a jest does not learn to be wary.
Àmọ̀jù là ḿmọ ẹkùn-un Sàárẹ́.,An immoderate display of knowledge soon backfires.
Ìtọ́jú ló yẹ abẹ́rẹ́.,One should pay special attention to matters that are very delicate.
Ṣáláporẹ́ ò mọ ẹgbẹ́ ẹ̀ nínú omi.,One should know who one's peers are and not overstep one's bounds.
Ibi tí a fi iyọ̀ sí ló ńṣomi sí.,One should confine one's activities to the proper arena.
Ó bọ́ lọ́wọ́ iyọ̀ ó dòbu.,A person who has been written off loses all regard.
"Ṣàǹgbákó ró, a ní kò róo re, Ṣàǹgbàkù-ú gbè é lẹ́sẹ̀.",Do not choose to do things that others before you have been condemned for doing.
Ṣàngó ò lè pa igi ńlá.,The substantial and well-established person is better able to withstand adversity than weaklings.
Ṣàǹgó kì í jà kó mú ilé aró.,Some people are beyond the reach of some nemesis.
Ṣàngó ní òun ní ńkó ọkùnrin suuru bá jà; Èṣù ní bí-i tòun? Ṣàngó ní kí tÈṣù kúrò.,No one wants to engage in any venture with an unpredictable trouble maker.
